Index,Image,Score
0,game_0830.jpg,1.3
1,game_1109.jpg,2.1
2,movie_0298.jpg,1.5
3,movie_1625.jpg,2.3
4,movie_1682.jpg,2.3
5,movie_2412.jpg,2.8
6,game_0862.jpg,1.9
7,game_2862.jpg,0.8
8,game_1795.jpg,1.8
9,game_2897.jpg,2.2
10,movie_1435.jpg,3.4
11,game_0838.jpg,1.3
12,game_2193.jpg,1.2
13,movie_0018.jpg,2.0
14,movie_1824.jpg,3.4
15,game_0037.jpg,2.2
16,game_1164.jpg,0.8
17,movie_0457.jpg,1.8
18,movie_0576.jpg,3.1
19,movie_1462.jpg,1.8
20,game_1724.jpg,1.2
21,game_1009.jpg,2.6
22,game_1407.jpg,2.2
23,game_2142.jpg,1.3
24,movie_2715.jpg,3.7
25,game_1550.jpg,1.9
26,game_1323.jpg,2.0
27,game_1887.jpg,2.3
28,game_1599.jpg,2.3
29,movie_2906.jpg,1.4
30,game_1770.jpg,2.3
31,movie_0023.jpg,2.1
32,game_1867.jpg,1.8
33,movie_1843.jpg,2.0
34,game_0600.jpg,1.1
35,game_2012.jpg,1.7
36,movie_0755.jpg,1.9
37,movie_0666.jpg,1.4
38,game_0122.jpg,1.3
39,movie_0497.jpg,1.6
40,game_0798.jpg,3.1
41,game_0437.jpg,1.3
42,game_2732.jpg,2.7
43,movie_1730.jpg,2.0
44,game_1253.jpg,2.0
45,game_0499.jpg,1.6
46,movie_0301.jpg,2.4
47,game_2733.jpg,4.4
48,movie_2928.jpg,4.2
49,movie_0812.jpg,2.8
50,movie_0341.jpg,1.6
51,game_1920.jpg,1.6
52,movie_0848.jpg,1.6
53,movie_2739.jpg,1.6
54,game_0947.jpg,1.6
55,game_2528.jpg,1.6
56,movie_1981.jpg,1.4
57,game_2335.jpg,1.4
58,movie_1711.jpg,1.4
59,game_1810.jpg,1.4
60,movie_0148.jpg,1.4
61,game_2538.jpg,1.4
62,movie_1830.jpg,1.4
63,game_1991.jpg,1.4
64,game_2649.jpg,1.4
65,movie_0869.jpg,1.4
66,movie_2057.jpg,2.1
67,game_0269.jpg,1.1
68,movie_1331.jpg,1.9
69,movie_2744.jpg,4.2
70,movie_2347.jpg,2.8
71,game_2047.jpg,1.9
72,game_2864.jpg,2.9
73,movie_1430.jpg,2.1
74,movie_0303.jpg,3.5
75,game_2441.jpg,1.5
76,movie_0266.jpg,2.7
77,movie_2029.jpg,3.3
78,movie_1896.jpg,2.4
79,movie_0269.jpg,1.5
80,game_1611.jpg,1.4
81,game_0152.jpg,1.0
82,game_0686.jpg,1.4
83,movie_2191.jpg,2.4
84,game_1149.jpg,1.4
85,movie_0313.jpg,2.6
86,movie_0712.jpg,3.1
87,movie_2019.jpg,2.0
88,movie_2360.jpg,1.9
89,game_2008.jpg,2.2
90,game_1434.jpg,2.4
91,game_2902.jpg,2.0
92,game_2411.jpg,1.4
93,movie_2450.jpg,2.9
94,movie_2822.jpg,4.0
95,game_2620.jpg,2.6
96,game_2802.jpg,2.3
97,movie_0119.jpg,2.7
98,game_2389.jpg,1.6
99,game_0539.jpg,1.3
100,movie_2330.jpg,1.7
101,movie_0930.jpg,3.4
102,movie_0178.jpg,1.9
103,movie_0871.jpg,2.3
104,game_1860.jpg,2.2
105,game_1314.jpg,1.0
106,movie_2172.jpg,3.0
107,movie_2269.jpg,3.3
108,game_2150.jpg,2.1
109,game_1826.jpg,1.3
110,game_1223.jpg,1.8
111,game_2100.jpg,2.1
112,game_1776.jpg,3.0
113,movie_2362.jpg,2.3
114,movie_0248.jpg,1.7
115,game_1177.jpg,1.3
116,movie_2085.jpg,1.9
117,movie_2895.jpg,2.3
118,movie_1282.jpg,2.0
119,game_1732.jpg,1.5
120,game_0866.jpg,1.7
121,movie_1796.jpg,3.1
122,movie_2578.jpg,2.7
123,movie_0012.jpg,2.1
124,game_1043.jpg,2.0
125,game_0804.jpg,1.6
126,game_1383.jpg,2.2
127,game_0760.jpg,1.3
128,movie_2144.jpg,1.4
129,game_1771.jpg,1.2
130,movie_0245.jpg,2.0
131,game_0936.jpg,2.7
132,game_0704.jpg,2.7
133,movie_2716.jpg,3.3
134,game_2318.jpg,1.1
135,game_1935.jpg,3.1
